material_cost,labor_cost,base_cost,trend_multiplier,category_encoded,complexity_level_encoded,region_encoded,season_encoded,final_selling_price
411.98,205.58,617.5600000000001,0.963,6,1,5,1,1133.11
798.52,305.7,1104.22,0.963,2,2,0,2,1695.98
476.0,160.9,636.9,0.913,10,2,0,0,1170.45
290.96,189.23,480.18999999999994,0.972,10,1,6,2,990.88
474.28,246.0,720.28,1.067,2,2,4,0,1333.8
275.24,104.65,379.89,1.002,4,2,2,0,575.36
150.81,89.24,240.05,0.891,6,2,0,2,413.38
106.55,64.32,170.87,0.863,1,0,5,1,363.2
249.89,112.04,361.93,0.963,6,0,0,1,938.46
126.8,45.63,172.43,1.09,1,1,2,0,327.12
500.79,306.61,807.4000000000001,0.98,8,1,6,2,1904.96
208.51,141.72,350.23,1.056,0,1,2,0,806.15
254.16,127.98,382.14,1.056,0,0,2,0,1027.13
128.65,43.65,172.3,0.962,4,1,6,2,349.25
713.52,222.86,936.38,1.043,8,2,4,3,1739.02
344.2,221.19,565.39,0.962,4,2,2,2,864.56
879.0,441.85,1320.85,0.914,8,1,3,1,2853.25
703.4,214.23,917.63,0.991,10,1,0,1,1862.28
311.46,195.24,506.7,0.936,9,1,5,2,1047.1
67.06,33.05,100.11,0.958,7,1,4,0,193.54
539.38,195.75,735.13,0.831,5,3,0,1,2262.92
901.82,296.12,1197.94,0.914,8,2,2,1,1960.28
1053.59,420.39,1473.98,0.914,8,1,1,1,3037.82
66.81,29.48,96.29,0.958,7,1,2,0,206.42
102.66,40.95,143.61,1.14,7,1,5,3,304.6
199.74,64.44,264.18,1.062,9,1,0,3,602.59
640.09,221.78,861.87,1.155,10,3,5,3,3277.1
92.04,62.27,154.31,1.09,1,1,5,0,324.78
325.56,224.07,549.63,0.996,2,2,4,3,973.67
194.14,85.15,279.28999999999996,0.962,4,0,6,2,643.44
322.05,177.86,499.91,1.056,0,1,6,0,1132.17
52.32,17.28,69.6,0.863,1,3,0,1,197.3
237.41,79.97,317.38,0.875,0,1,5,2,656.77
287.99,164.27,452.26,1.089,6,2,0,3,847.71
135.63,87.68,223.31,0.863,1,2,5,1,316.24
49.18,33.23,82.41,0.95,3,1,4,1,125.53
676.08,313.2,989.28,0.996,2,1,6,3,2229.92
89.85,44.85,134.7,0.976,3,0,2,2,308.47
374.36,177.3,551.6600000000001,1.034,9,2,0,0,905.69
276.84,150.97,427.80999999999995,0.902,0,0,6,1,1055.02
88.86,55.75,144.61,0.976,3,0,4,2,287.4
328.64,134.19,462.83,0.913,10,2,1,0,758.07
350.74,188.99,539.73,0.983,2,1,6,1,1143.92
482.06,245.17,727.23,0.831,5,1,3,1,1382.09
101.97,44.2,146.17000000000002,1.077,3,1,4,3,318.08
124.49,59.97,184.45999999999998,1.14,7,0,3,3,508.74
249.83,128.42,378.25,1.172,0,1,2,3,822.15
233.18,72.0,305.18,0.936,9,0,2,2,738.45
65.52,23.86,89.38,1.164,1,1,3,3,165.69
94.85,59.81,154.66,0.95,3,3,6,1,397.79
349.97,177.09,527.0600000000001,0.972,10,2,5,2,836.02
629.95,397.65,1027.6,0.891,6,0,6,2,2442.5
39.32,24.83,64.15,0.958,7,2,4,0,100.16
306.24,197.07,503.31,0.97,4,0,6,1,1183.41
203.98,94.74,298.71999999999997,1.002,4,2,3,0,502.29
299.17,89.99,389.16,0.913,10,2,1,0,700.67
126.62,55.47,182.09,1.164,1,0,2,3,446.7
87.12,46.42,133.54000000000002,1.077,3,0,6,3,307.88
35.2,16.07,51.27,0.95,3,1,2,1,82.04
491.04,231.56,722.6,1.067,2,1,4,0,1742.6
48.33,20.83,69.16,0.987,3,1,6,0,135.67
113.6,56.6,170.2,0.958,7,1,1,0,387.09
547.5,250.07,797.5699999999999,1.077,8,2,6,0,1682.64
288.53,166.04,454.56999999999994,1.056,0,1,1,0,969.07
283.21,137.65,420.86,0.962,4,0,3,2,1063.94
293.72,141.14,434.86,1.065,4,1,0,3,889.61
104.01,48.25,152.26,0.953,9,1,1,1,305.68
112.6,55.37,167.97,0.936,9,3,6,2,495.43
653.82,215.53,869.35,0.963,2,3,5,2,2848.26
46.85,22.42,69.27000000000001,0.863,1,1,4,1,107.0
524.97,309.26,834.23,0.963,2,2,2,2,1445.44
349.41,222.55,571.96,0.902,0,3,2,1,1672.38
119.94,72.76,192.7,0.936,9,0,1,2,493.73
522.61,315.34,837.95,0.963,6,1,2,1,1475.38
226.45,85.6,312.04999999999995,0.831,5,1,4,1,699.74
83.74,47.03,130.76999999999998,0.95,3,3,1,1,366.46
318.8,148.56,467.36,1.089,6,1,2,3,1140.16
619.84,399.55,1019.3900000000001,0.963,2,1,3,2,2390.49
36.93,21.36,58.29,0.976,3,1,1,2,101.01
68.8,35.76,104.56,0.976,3,1,2,2,186.78
296.03,120.72,416.75,1.021,5,3,2,0,1438.84
104.14,33.87,138.01,0.976,3,2,0,2,198.81
672.03,409.58,1081.61,1.155,10,1,1,3,2656.42
61.15,19.17,80.32,0.958,7,1,3,0,180.86
536.15,328.93,865.0799999999999,0.925,5,0,5,2,2292.31
230.93,130.87,361.8,1.056,0,1,1,0,745.51
247.08,83.5,330.58000000000004,1.067,2,2,2,0,668.96
302.28,91.38,393.65999999999997,0.875,0,3,0,2,1231.55
131.9,60.99,192.89000000000001,0.911,7,3,0,1,487.56
570.39,313.43,883.8199999999999,0.963,6,2,2,1,1395.28
87.45,51.88,139.33,0.987,3,1,5,0,280.33
378.45,254.19,632.64,0.902,0,1,0,1,1194.64
393.68,195.92,589.6,0.963,6,1,4,1,1232.74
34.8,16.77,51.56999999999999,1.077,3,0,3,3,133.22
500.83,250.49,751.3199999999999,0.914,8,0,1,1,2121.61
122.18,67.73,189.91000000000003,1.065,4,1,6,3,423.0
667.43,423.78,1091.21,0.996,2,0,2,3,3130.77
302.86,145.81,448.67,0.991,10,1,3,1,867.01
493.1,227.2,720.3,0.972,10,3,0,2,2111.79
193.21,115.2,308.41,0.891,6,0,6,2,714.23
169.24,112.76,282.0,0.875,0,2,4,2,454.48
553.48,357.1,910.58,0.914,8,0,2,1,2668.03
399.17,124.55,523.72,1.056,0,0,1,0,1560.34
618.9,417.87,1036.77,1.079,6,3,3,0,3280.05
150.44,73.71,224.14999999999998,0.875,0,0,1,2,514.61
303.09,208.9,511.99,0.983,2,2,5,1,861.67
308.9,118.28,427.17999999999995,0.963,2,2,5,2,736.41
448.72,255.59,704.3100000000001,0.963,2,2,1,2,1079.72
577.24,190.83,768.07,0.963,6,2,5,1,1264.26
411.69,216.29,627.98,0.983,2,2,6,1,1065.82
316.99,134.62,451.61,0.891,6,1,6,2,832.79
667.76,419.99,1087.75,0.914,8,2,1,1,1685.33
442.94,229.84,672.78,1.067,2,1,2,0,1767.57
94.56,60.14,154.7,0.911,7,0,1,1,380.45
221.15,108.0,329.15,0.97,4,3,6,1,950.38
177.57,82.17,259.74,1.09,1,0,1,0,599.95
317.85,216.32,534.1700000000001,0.972,10,1,2,2,1022.73
541.32,249.61,790.9300000000001,1.143,5,0,5,3,2658.25
292.16,187.53,479.69000000000005,0.996,2,1,0,3,1117.16
521.57,216.08,737.6500000000001,1.143,5,2,4,3,1537.27
749.95,300.82,1050.77,1.067,2,1,2,0,2734.07
271.97,118.32,390.29,0.902,0,2,0,1,642.63
220.93,118.32,339.25,1.065,4,2,4,3,598.63
97.52,35.19,132.70999999999998,0.976,3,0,5,2,287.42
34.81,14.5,49.31,0.911,7,2,6,1,65.0
30.58,18.62,49.2,0.95,3,0,4,1,106.48
161.33,70.37,231.70000000000002,1.062,9,2,4,3,417.94
664.13,232.02,896.15,1.155,10,1,5,3,2149.97
149.57,92.49,242.06,1.14,7,0,3,3,683.68
288.81,192.34,481.15,1.002,4,2,5,0,726.49
340.43,155.52,495.95000000000005,0.902,0,2,3,1,781.24
266.94,171.53,438.47,0.875,0,1,3,2,957.93
213.41,134.61,348.02,0.996,2,1,6,3,872.96
158.98,68.82,227.79999999999998,0.97,4,2,0,1,305.77
628.02,358.85,986.87,0.983,2,3,5,1,3042.75
251.9,110.88,362.78,0.953,9,1,4,1,765.84
185.52,88.52,274.04,1.143,5,2,0,3,501.01
395.45,267.17,662.62,0.953,9,3,3,1,1969.1
66.05,35.54,101.59,0.863,1,2,3,1,122.83
81.36,26.36,107.72,1.065,4,3,0,3,391.24
742.62,465.6,1208.22,0.991,10,0,6,1,3048.8
109.62,50.92,160.54000000000002,0.958,7,2,5,0,253.42
194.16,111.92,306.08,0.936,9,0,1,2,736.09
243.03,156.82,399.85,1.065,4,0,0,3,1144.12
308.37,153.3,461.67,0.891,6,0,3,2,1116.86
550.16,250.9,801.06,0.913,10,0,3,0,2146.87
297.6,200.17,497.77,0.902,0,2,1,1,794.59
103.92,44.76,148.68,0.906,1,1,0,2,238.02
992.23,481.82,1474.05,1.043,8,2,4,3,2777.75
135.18,80.51,215.69,0.863,1,2,3,1,254.18
151.76,80.01,231.76999999999998,0.902,0,1,5,1,433.54
45.08,27.63,72.71,1.09,1,1,2,0,133.97
307.6,148.62,456.22,1.034,9,2,5,0,743.94
73.11,46.02,119.13,1.14,7,2,1,3,212.98
48.29,25.25,73.53999999999999,0.863,1,0,2,1,142.44
174.55,67.81,242.36,1.09,1,1,2,0,459.82
84.12,32.11,116.23,1.09,1,0,4,0,251.15
442.36,138.49,580.85,0.963,6,3,3,1,1734.05
571.54,247.39,818.93,0.972,10,2,0,2,1400.25
111.76,75.56,187.32,0.962,7,1,5,2,325.52
378.74,129.66,508.4,0.983,2,1,3,1,1026.78
51.22,23.46,74.68,1.09,1,1,2,0,135.9
225.75,82.91,308.65999999999997,0.875,0,2,2,2,523.02
268.05,113.98,382.03000000000003,0.831,5,2,1,1,652.38
100.29,46.06,146.35000000000002,0.987,3,2,6,0,216.34
599.4,311.08,910.48,1.043,8,1,6,3,2305.64
54.48,16.48,70.96,0.95,3,1,0,1,131.4
326.53,209.92,536.4499999999999,0.913,10,2,3,0,984.68
502.48,204.19,706.6700000000001,1.143,5,3,5,3,2979.73
356.84,168.57,525.41,0.831,5,3,5,1,1615.57
140.12,59.25,199.37,1.002,4,2,0,0,323.97
192.9,116.3,309.2,0.962,4,2,4,2,490.7
297.34,95.43,392.77,0.97,4,1,2,1,666.18
349.05,237.11,586.1600000000001,0.953,9,2,0,1,844.88
34.31,23.01,57.32000000000001,0.962,7,2,6,2,79.44
117.74,79.91,197.64999999999998,0.958,7,2,0,0,336.14
209.23,110.16,319.39,0.875,0,2,6,2,453.36
54.43,36.02,90.45,0.95,3,2,0,1,114.64
314.34,122.19,436.53,0.996,2,2,4,3,807.55
257.22,123.47,380.69000000000005,1.155,10,0,4,3,1060.74
514.54,333.55,848.0899999999999,1.089,6,2,2,3,1605.66
398.74,154.11,552.85,1.143,5,1,1,3,1299.49
232.09,94.52,326.61,1.079,6,0,5,0,876.4
172.38,92.04,264.42,1.09,1,2,6,0,382.46
177.95,116.46,294.40999999999997,1.062,9,2,2,3,571.88
588.86,382.79,971.6500000000001,0.991,10,2,0,1,1542.16
438.2,158.86,597.06,1.155,10,1,5,3,1463.61
694.37,216.65,911.02,1.079,6,2,5,0,1554.07
722.17,436.67,1158.84,1.043,8,2,6,3,2367.38
335.04,157.8,492.84000000000003,0.831,5,3,6,1,1523.56
142.13,81.82,223.95,0.911,7,1,2,1,433.94
928.32,372.66,1300.98,1.043,8,2,1,3,2638.58
163.1,98.86,261.96,0.902,0,3,3,1,747.06
401.48,135.42,536.9,0.996,2,1,0,3,1464.42
417.41,225.93,643.34,0.831,5,2,6,1,1066.92
162.97,63.64,226.61,0.906,1,1,2,2,417.59
353.1,114.4,467.5,0.996,2,2,3,3,831.35
58.15,40.63,98.78,0.863,1,2,6,1,120.28
87.52,48.06,135.57999999999998,0.962,4,3,3,2,423.06
603.71,356.01,959.72,0.913,10,1,6,0,2148.99
115.13,75.54,190.67000000000002,1.062,9,1,2,3,453.03
407.85,220.39,628.24,1.043,8,1,6,3,1613.1
119.23,70.43,189.66000000000003,0.976,3,1,2,2,355.72
607.78,412.3,1020.0799999999999,0.913,10,1,3,0,2194.12
197.75,69.43,267.18,0.875,0,2,4,2,415.96
173.96,61.05,235.01,1.09,1,1,3,0,422.6
107.97,36.86,144.82999999999998,0.962,7,0,1,2,333.97
823.84,251.64,1075.48,0.983,2,2,2,1,1659.76
516.87,339.98,856.85,0.831,5,2,2,1,1459.69
451.88,204.25,656.13,0.963,6,1,2,1,1306.87
194.48,65.86,260.34,1.056,0,2,1,0,420.07
179.78,125.53,305.31,1.164,1,1,4,3,629.41
68.2,33.8,102.0,0.911,7,2,4,1,153.07
642.68,225.79,868.4699999999999,1.067,2,2,0,0,1623.07
723.72,361.85,1085.5700000000002,0.991,10,0,3,1,2725.34
185.36,88.46,273.82,1.056,0,2,5,0,483.4
194.16,66.64,260.8,0.906,1,2,5,2,354.46
295.57,187.09,482.65999999999997,0.875,0,2,3,2,832.48
1284.08,406.58,1690.6599999999999,1.043,8,2,6,3,3447.66
138.18,91.08,229.26,1.09,1,2,2,0,363.99
122.39,81.16,203.55,0.875,0,2,1,2,352.43
114.74,58.73,173.47,0.95,3,0,5,1,377.59
161.81,111.1,272.90999999999997,1.065,4,3,4,3,940.47
74.4,38.7,113.10000000000001,0.911,7,1,6,1,217.78
213.35,69.3,282.65,1.034,9,1,1,0,613.47
499.58,171.12,670.7,1.155,10,2,0,3,1114.09
729.96,340.11,1070.0700000000002,1.155,10,1,1,3,2447.51
183.8,114.96,298.76,1.089,6,1,5,3,760.69
68.88,27.9,96.78,1.09,1,2,3,0,145.42
138.05,63.05,201.10000000000002,1.034,9,1,5,0,420.54
55.79,17.67,73.46000000000001,1.14,7,1,2,3,156.06
393.13,130.41,523.54,0.925,5,2,0,2,891.13
118.74,42.82,161.56,1.002,4,1,5,0,333.6
391.47,191.02,582.49,0.972,10,1,1,2,1193.24
172.58,105.86,278.44,0.906,1,1,5,2,472.06
495.86,346.24,842.1,1.067,2,0,0,0,2236.43
115.55,35.68,151.23,0.976,3,1,4,2,294.26
461.79,203.47,665.26,1.079,6,2,4,0,1172.91
258.29,123.06,381.35,0.963,6,3,5,1,1075.27
532.81,335.87,868.68,0.972,10,1,4,2,1825.39
146.8,94.91,241.71,0.97,4,1,4,1,410.41
233.18,75.51,308.69,1.143,5,1,3,3,786.57
78.87,35.45,114.32000000000001,1.077,3,2,0,3,182.81
160.69,73.06,233.75,1.172,0,2,0,3,382.98
101.25,64.36,165.61,0.863,1,1,0,1,260.03
531.97,270.34,802.31,0.913,10,2,0,0,1520.88
93.15,31.6,124.75,1.002,4,1,4,0,237.29
201.82,87.22,289.03999999999996,1.002,4,3,3,0,947.32
318.92,111.87,430.79,0.996,2,2,3,3,764.8
266.5,157.64,424.14,0.97,4,2,1,1,539.99
101.26,57.53,158.79000000000002,0.902,0,1,6,1,318.42
295.89,157.37,453.26,0.875,0,0,3,2,1033.07
241.83,143.03,384.86,1.065,4,2,0,3,622.69
588.63,336.12,924.75,1.089,6,2,2,3,1680.17
231.12,127.37,358.49,0.953,9,2,5,1,553.59
543.44,343.59,887.03,1.143,5,3,4,3,3218.62
245.31,75.23,320.54,0.97,4,1,0,1,547.77
746.54,379.81,1126.35,0.914,8,2,5,1,1749.35
108.27,52.39,160.66,1.14,7,3,0,3,558.79
815.72,540.67,1356.3899999999999,0.996,2,2,1,3,2860.29
117.71,68.31,186.01999999999998,0.962,7,1,0,2,361.81
296.77,112.63,409.4,1.056,0,2,1,0,680.09
176.36,86.28,262.64,0.936,9,2,1,2,375.88
270.22,167.13,437.35,1.056,0,2,3,0,789.89
80.29,43.33,123.62,1.14,7,2,4,3,208.25
325.16,129.1,454.26,1.065,4,2,3,3,700.78
272.16,88.28,360.44000000000005,0.902,0,1,0,1,636.92
137.59,52.08,189.67000000000002,0.911,7,1,4,1,312.24
343.05,161.87,504.92,1.056,0,1,6,0,1188.87
224.08,83.46,307.54,0.831,5,2,6,1,520.67
276.4,130.07,406.46999999999997,1.034,9,2,4,0,717.35
255.42,98.49,353.90999999999997,1.172,0,2,6,3,609.43
432.47,279.11,711.58,0.991,10,1,1,1,1334.52
80.17,46.72,126.89,0.95,3,3,1,1,340.64
105.68,62.81,168.49,1.034,9,0,4,0,437.91
95.42,33.88,129.3,1.065,4,0,1,3,312.87
425.03,242.25,667.28,0.891,6,2,4,2,996.12
676.34,454.96,1131.3,0.996,2,2,1,3,2224.39
748.74,490.06,1238.8,1.043,8,2,4,3,2350.94
154.74,106.16,260.9,1.034,9,2,1,0,443.59
43.25,16.55,59.8,1.077,3,0,0,3,143.69
298.04,113.09,411.13,0.891,6,2,0,2,684.23
426.61,258.56,685.1700000000001,1.067,2,0,1,0,1873.18
302.66,98.36,401.02000000000004,1.143,5,3,1,3,1535.66
619.98,306.43,926.4100000000001,0.963,2,0,6,2,2513.06
476.03,274.25,750.28,0.98,8,0,6,2,2333.52
142.45,56.61,199.06,0.962,4,2,2,2,281.27
350.43,116.94,467.37,1.143,5,2,4,3,930.13
647.33,397.0,1044.33,0.98,8,0,0,2,3163.5
105.0,58.31,163.31,0.962,7,1,2,2,300.05
220.54,117.14,337.68,1.172,0,1,3,3,759.81
129.55,75.63,205.18,0.962,7,1,4,2,361.15
417.79,272.28,690.0699999999999,0.913,10,1,4,0,1617.23
691.33,227.01,918.34,1.043,8,1,2,3,2362.28
288.89,186.45,475.34,0.953,9,1,1,1,858.75
580.98,401.06,982.04,0.963,2,1,2,2,2088.64
204.9,64.2,269.1,1.065,4,2,6,3,417.9
207.98,99.94,307.91999999999996,1.065,4,2,0,3,555.5
317.43,199.38,516.81,1.155,10,1,4,3,1245.31
120.25,60.74,180.99,0.911,7,2,6,1,244.31
81.54,24.52,106.06,1.09,1,2,3,0,154.64
270.8,81.26,352.06,1.089,6,2,4,3,686.31
59.26,19.38,78.64,1.09,1,0,1,0,196.54
66.92,26.56,93.48,0.962,7,2,3,2,125.68
133.18,41.85,175.03,1.172,0,1,5,3,450.06
111.69,51.01,162.7,0.936,9,2,6,2,271.75
91.07,58.7,149.76999999999998,0.958,7,1,1,0,336.42
166.96,104.05,271.01,1.143,5,2,6,3,501.68
357.63,153.91,511.53999999999996,1.172,0,2,6,3,1004.39
248.05,172.83,420.88,0.963,2,0,5,2,1233.46
52.45,27.39,79.84,0.911,7,2,1,1,107.11
589.87,367.58,957.45,1.143,5,1,4,3,2503.27
35.42,14.84,50.260000000000005,1.077,3,2,1,3,75.24
447.0,247.62,694.62,0.98,8,2,2,2,1146.62
346.38,179.37,525.75,1.034,9,3,4,0,1660.7
212.55,101.18,313.73,1.021,5,1,4,0,747.87
114.13,75.75,189.88,0.976,3,1,3,2,358.48
533.13,255.31,788.44,1.043,8,1,6,3,2228.87
64.92,33.68,98.6,1.09,1,0,5,0,216.39
385.25,147.92,533.17,0.953,9,2,3,1,761.51
153.73,70.24,223.96999999999997,0.875,0,1,1,2,499.65
394.38,178.51,572.89,0.936,9,0,3,2,1523.15
86.99,41.77,128.76,0.95,3,0,0,1,269.49
289.1,155.71,444.81000000000006,1.155,10,1,1,3,1106.3
108.93,57.27,166.20000000000002,0.911,7,1,0,1,328.68
272.42,102.77,375.19,0.97,4,1,2,1,678.93
109.53,47.88,157.41,1.077,3,2,5,3,254.59
176.58,104.2,280.78000000000003,1.09,1,2,6,0,408.05
230.94,96.81,327.75,0.891,6,1,4,2,616.01
217.79,92.14,309.93,0.891,6,0,3,2,847.58
543.08,215.11,758.19,0.891,6,1,2,2,1534.94
710.21,298.7,1008.9100000000001,0.996,2,2,3,3,1975.61
70.66,48.11,118.77,0.958,7,1,3,0,260.41
419.83,209.78,629.61,1.067,2,1,5,0,1420.66
375.17,195.62,570.79,1.062,9,0,0,3,1577.87
125.56,79.5,205.06,0.911,7,2,0,1,314.98
110.85,53.22,164.07,1.14,7,2,6,3,289.36
75.06,25.91,100.97,1.09,1,1,1,0,200.02
55.92,38.41,94.33,0.962,7,0,4,2,231.41
189.9,130.05,319.95000000000005,1.172,0,1,5,3,754.02
557.68,262.95,820.6299999999999,0.996,2,1,5,3,1865.5
89.7,57.02,146.72,0.987,3,3,1,0,443.14
495.42,287.52,782.94,0.991,10,0,2,1,2012.68
180.8,119.14,299.94,1.143,5,2,4,3,532.05
436.18,213.46,649.64,0.913,10,0,2,0,1920.15
53.48,23.66,77.14,0.863,1,2,4,1,103.9
390.91,216.61,607.52,1.021,5,2,1,0,1049.98
97.17,62.5,159.67000000000002,0.958,7,1,4,0,345.35
463.29,174.73,638.02,1.143,5,2,1,3,1125.21
136.39,57.44,193.82999999999998,1.034,9,2,6,0,336.53
755.68,413.26,1168.94,1.043,8,1,4,3,3391.32
546.62,204.17,750.79,1.079,6,2,5,0,1250.66
246.94,126.3,373.24,0.875,0,1,1,2,738.9
291.61,177.81,469.42,0.891,6,0,4,2,1155.86
61.9,20.3,82.2,1.09,1,0,2,0,212.09
79.75,47.55,127.3,1.077,3,3,6,3,395.99
46.16,19.04,65.19999999999999,0.976,3,1,4,2,114.72
84.82,54.14,138.95999999999998,0.958,7,1,5,0,268.4
35.58,18.88,54.459999999999994,1.077,3,1,5,3,102.03
135.39,43.06,178.45,0.953,9,1,2,1,343.66
366.29,200.25,566.54,1.079,6,2,1,0,1047.8
138.76,90.74,229.5,0.906,1,1,2,2,385.37
679.62,282.73,962.35,0.983,2,1,6,1,1882.17
377.39,121.7,499.09,0.875,0,2,3,2,783.81
97.25,41.52,138.77,1.065,4,1,6,3,286.12
269.71,82.64,352.34999999999997,0.983,2,1,6,1,800.85
525.71,353.82,879.53,0.963,6,1,6,1,1741.04
787.7,513.53,1301.23,1.077,8,1,5,0,3405.42
58.46,37.3,95.75999999999999,0.987,3,0,3,0,227.97
224.2,96.51,320.71,0.913,10,2,6,0,549.75
144.25,63.0,207.25,0.911,7,3,4,1,636.68
224.1,107.19,331.28999999999996,0.996,2,1,4,3,879.27
139.59,63.54,203.13,0.958,7,2,5,0,348.6
394.9,195.57,590.47,1.079,6,3,6,0,2164.67
199.65,115.86,315.51,1.056,0,3,5,0,1146.27
482.35,157.01,639.36,0.831,5,2,3,1,999.9
563.33,179.59,742.9200000000001,0.925,5,2,2,2,1207.87
821.44,532.14,1353.58,1.077,8,1,5,0,3220.41
273.29,146.82,420.11,0.831,5,1,3,1,871.95
117.54,49.36,166.9,0.936,9,0,6,2,418.43
146.36,68.46,214.82,1.164,1,2,3,3,348.6
332.17,117.06,449.23,1.065,4,1,1,3,1039.47
799.78,389.29,1189.07,0.996,2,2,0,3,2218.96
203.36,99.66,303.02,0.97,4,0,1,1,663.3
718.18,501.81,1219.99,1.155,10,0,3,3,3462.17
1348.82,523.73,1872.55,0.914,8,2,5,1,2965.88
507.57,211.33,718.9,0.972,10,2,5,2,1125.34
208.08,87.22,295.3,1.143,5,2,6,3,598.73
751.02,471.8,1222.82,0.98,8,2,4,2,1967.58
70.52,28.34,98.86,0.987,3,2,1,0,143.42
582.64,322.99,905.63,0.925,5,1,3,2,2083.07
46.13,22.47,68.6,1.14,7,2,4,3,117.69
129.91,44.79,174.7,0.906,1,1,0,2,316.79
216.76,141.97,358.73,0.875,0,1,6,2,792.37
35.15,23.63,58.78,0.95,3,1,5,1,90.41
62.85,33.43,96.28,1.09,1,2,5,0,137.68
174.73,92.85,267.58,1.021,5,1,3,0,586.62
178.76,58.94,237.7,1.143,5,0,4,3,674.04
383.41,166.38,549.79,0.936,9,2,1,2,878.19
31.28,12.61,43.89,0.987,3,3,5,0,129.92
720.31,491.49,1211.8,0.991,10,0,4,1,2755.18
272.63,114.01,386.64,0.983,2,2,5,1,567.97
497.47,183.16,680.63,1.143,5,1,3,3,1659.61
218.74,135.33,354.07000000000005,1.002,4,0,5,0,882.53
502.7,203.26,705.96,0.913,10,2,3,0,1098.22
436.69,282.46,719.15,0.991,10,2,2,1,1023.49
306.62,201.82,508.44,1.143,5,3,4,3,2134.62
126.72,51.54,178.26,0.97,4,0,6,1,368.92
62.24,37.28,99.52000000000001,0.906,1,2,1,2,123.56
57.85,39.91,97.75999999999999,1.077,3,2,6,3,149.79
100.77,46.56,147.32999999999998,1.077,3,1,5,3,269.07
454.59,148.03,602.62,0.831,5,1,1,1,1277.55
91.85,57.49,149.34,0.976,3,2,6,2,200.48
203.56,66.68,270.24,1.143,5,3,2,3,1034.31
40.75,23.89,64.64,0.962,7,1,6,2,117.87
247.85,110.71,358.56,1.021,5,1,6,0,838.96
466.64,196.6,663.24,0.991,10,0,0,1,1660.73
499.98,321.65,821.63,1.021,5,2,5,0,1616.07
169.72,94.07,263.78999999999996,0.875,0,1,5,2,593.36
719.74,343.8,1063.54,0.991,10,2,5,1,1479.51
477.16,275.4,752.56,0.925,5,2,6,2,1387.54
223.5,107.99,331.49,0.962,4,2,4,2,477.23
115.91,50.25,166.16,0.863,1,1,4,1,285.26
1157.35,553.04,1710.3899999999999,1.043,8,2,6,3,3159.17
449.54,252.19,701.73,1.077,8,2,2,0,1249.16
202.87,74.13,277.0,1.002,4,1,1,0,557.05
58.23,32.47,90.69999999999999,0.906,1,2,2,2,132.08
593.73,237.92,831.65,1.089,6,0,3,3,2550.24
86.82,44.99,131.81,0.863,1,2,2,1,158.79
143.65,93.49,237.14,1.062,9,2,2,3,429.26
197.63,69.49,267.12,0.97,4,2,4,1,392.09
165.96,79.32,245.28,0.902,0,2,4,1,397.31
283.11,179.49,462.6,0.875,0,1,1,2,987.02
437.6,190.96,628.5600000000001,1.143,5,0,4,3,2123.13
444.4,310.76,755.16,0.925,5,0,4,2,1857.31
147.07,47.96,195.03,1.14,7,0,1,3,557.98
261.76,105.24,367.0,0.953,9,0,1,1,927.99
208.69,131.59,340.28,0.902,0,1,0,1,690.29
72.21,48.48,120.69,1.077,3,2,6,3,193.59
783.54,347.91,1131.45,0.991,10,1,3,1,2196.56
94.38,38.44,132.82,1.077,3,1,4,3,259.43
360.91,236.88,597.79,0.902,0,2,4,1,887.55
78.91,41.05,119.96,0.906,1,0,0,2,245.88
163.74,96.33,260.07,0.963,6,2,2,1,391.2
305.14,183.46,488.6,0.953,9,2,3,1,766.24
234.2,125.32,359.52,0.913,10,2,2,0,662.39
171.12,73.7,244.82,0.863,1,2,2,1,308.69
320.57,176.4,496.97,1.056,0,2,6,0,871.12
388.82,214.37,603.19,0.953,9,1,4,1,1101.91
91.57,55.93,147.5,1.09,1,2,2,0,201.58
324.26,207.64,531.9,1.062,9,0,5,3,1466.35
33.96,23.15,57.11,0.958,7,2,0,0,86.61
255.92,127.38,383.29999999999995,0.925,5,0,0,2,1115.79
147.13,57.22,204.35,0.911,7,2,6,1,269.39
147.03,84.3,231.32999999999998,0.902,0,1,2,1,459.55
66.49,46.12,112.60999999999999,0.987,3,2,0,0,161.36
108.79,72.11,180.9,0.962,7,0,4,2,397.29
314.14,159.69,473.83,0.972,10,1,4,2,964.16
214.74,73.41,288.15,0.925,5,2,2,2,476.63
84.28,50.02,134.3,1.14,7,2,0,3,240.97
692.88,305.99,998.87,0.972,10,2,5,2,1622.25
48.75,14.97,63.72,0.906,1,2,5,2,80.07
42.65,20.04,62.69,0.95,3,1,5,1,102.59
393.99,273.52,667.51,1.062,9,1,2,3,1620.29
501.31,332.91,834.22,1.021,5,0,0,0,2398.39
988.12,335.31,1323.43,0.914,8,2,5,1,2227.01
321.23,128.86,450.09000000000003,1.172,0,2,4,3,740.05
123.89,54.49,178.38,1.002,4,2,4,0,276.61
86.41,30.97,117.38,0.976,3,2,4,2,170.57
278.81,95.63,374.44,1.172,0,1,0,3,791.53
102.11,63.53,165.64,1.062,9,3,5,3,545.83
49.88,29.62,79.5,1.09,1,3,4,0,238.74
213.49,71.6,285.09000000000003,1.062,9,2,0,3,496.97
224.94,156.21,381.15,0.831,5,1,3,1,843.67
