product_id,category,material_cost,labor_cost,complexity_level,region,season,final_selling_price
P00392,home_decor,218.34,74.6,complex,Uttar Pradesh,Regular,641.03
P00393,jewelry,420.29,251.1,medium,West Bengal,Summer_Festival,1468.15
P00394,sarees,303.51,95.88,medium,Odisha,Diwali,1036.18
P00395,bags_accessories,391.46,169.32,simple,Uttar Pradesh,Wedding,1005.78
P00396,dress,344.89,174.73,medium,Tamil Nadu,Summer_Festival,1022.61
P00397,pottery,42.96,18.71,simple,Gujarat,Summer_Festival,96.14
P00398,pottery,35.33,14.53,simple,West Bengal,Regular,74.23
P00399,pottery,135.58,71.85,medium,Tamil Nadu,Regular,342.01
P00400,bags_accessories,378.83,138.68,simple,Gujarat,Diwali,873.04
P00401,jewelry,266.18,151.68,medium,Tamil Nadu,Diwali,958.89
P00402,handmade_food,30.14,16.71,very_complex,West Bengal,Diwali,127.51
P00403,sarees,608.03,344.22,simple,Uttar Pradesh,Wedding,2059.28
P00404,woodwork,451.37,271.03,medium,Gujarat,Regular,1287.82
P00405,handmade_food,67.14,37.49,simple,Rajasthan,Regular,140.0
P00406,jewelry,436.24,290.24,medium,West Bengal,Wedding,1854.12
P00407,jewelry,556.1,181.61,complex,Gujarat,Diwali,2186.57
P00408,dress,572.74,274.65,complex,Rajasthan,Wedding,2386.8
P00409,handmade_food,49.44,24.06,very_complex,Odisha,Diwali,233.69
P00410,bamboo_cane,108.79,61.92,complex,Odisha,Regular,339.13
P00411,metalwork,274.45,124.52,complex,Odisha,Summer_Festival,995.38
P00412,home_decor,83.32,37.33,medium,Gujarat,Summer_Festival,208.77
P00413,pottery,49.88,27.85,medium,West Bengal,Summer_Festival,135.02
P00414,pottery,33.05,18.45,simple,Uttar Pradesh,Regular,74.07
P00415,bags_accessories,278.8,94.93,medium,Gujarat,Wedding,935.24
P00416,dress,891.63,429.41,medium,Uttar Pradesh,Summer_Festival,2993.79
P00417,textile,389.21,176.58,medium,Gujarat,Regular,1001.57
P00418,bamboo_cane,103.27,43.92,very_complex,Gujarat,Wedding,426.82
P00419,metalwork,213.88,145.94,simple,Tamil Nadu,Wedding,623.58
P00420,sarees,954.46,320.01,medium,West Bengal,Summer_Festival,3020.62
P00421,woodwork,788.07,387.06,simple,Odisha,Summer_Festival,1862.77
P00422,bamboo_cane,96.99,61.17,simple,Maharashtra,Regular,214.2
P00423,handmade_food,54.32,37.29,simple,Odisha,Regular,120.47
P00424,jewelry,599.87,216.08,simple,Maharashtra,Summer_Festival,1457.64
P00425,woodwork,728.19,400.04,medium,Rajasthan,Regular,2230.58
P00426,handmade_food,43.32,27.77,medium,Maharashtra,Diwali,143.99
P00427,bamboo_cane,135.86,59.97,simple,Gujarat,Diwali,290.33
P00428,bamboo_cane,59.97,37.04,simple,Gujarat,Regular,120.46
P00429,handmade_food,71.64,49.6,very_complex,Rajasthan,Regular,314.18
P00430,bamboo_cane,85.73,32.69,medium,West Bengal,Summer_Festival,221.14
P00431,bags_accessories,273.18,176.54,medium,Rajasthan,Regular,961.27
P00432,textile,277.42,172.73,medium,Maharashtra,Regular,873.66
P00433,home_decor,252.85,106.04,simple,Tamil Nadu,Diwali,547.81
P00434,bamboo_cane,195.45,75.89,simple,Tamil Nadu,Diwali,424.64
P00435,textile,316.81,182.8,medium,Tamil Nadu,Wedding,1083.61
P00436,metalwork,303.32,116.56,medium,West Bengal,Diwali,1027.73
P00437,jewelry,190.42,57.3,very_complex,West Bengal,Diwali,828.5
P00438,woodwork,285.71,171.82,complex,Rajasthan,Regular,1157.13
P00439,home_decor,245.67,82.41,complex,Uttar Pradesh,Regular,733.08
P00440,woodwork,409.29,140.96,medium,Odisha,Regular,1139.13
P00441,textile,360.68,206.56,simple,Gujarat,Regular,784.99
P00442,textile,143.56,83.85,complex,Odisha,Summer_Festival,592.2
P00443,textile,145.7,59.22,simple,Maharashtra,Wedding,333.6
P00445,metalwork,253.31,148.93,medium,Rajasthan,Wedding,1010.32
P00446,handmade_food,87.34,44.59,medium,Odisha,Summer_Festival,232.39
P00447,woodwork,537.97,187.2,simple,Maharashtra,Wedding,1414.11
P00448,dress,398.99,141.06,simple,Maharashtra,Regular,886.47
P00449,bags_accessories,130.82,49.14,simple,Rajasthan,Regular,285.22
P00450,textile,118.81,75.53,simple,Odisha,Diwali,301.97
P00451,metalwork,206.04,91.5,very_complex,Tamil Nadu,Summer_Festival,894.21
P00452,bags_accessories,372.16,252.02,complex,Uttar Pradesh,Summer_Festival,1548.52
P00453,bamboo_cane,54.29,31.21,medium,Uttar Pradesh,Regular,144.32
P00454,pottery,111.1,39.51,very_complex,Rajasthan,Summer_Festival,421.03
P00455,bags_accessories,328.31,223.35,medium,Rajasthan,Summer_Festival,1175.28
P00456,home_decor,253.92,81.07,simple,Gujarat,Regular,455.86
P00457,sarees,849.24,325.73,medium,Rajasthan,Regular,2528.5
P00458,home_decor,192.46,121.03,simple,Rajasthan,Diwali,540.08
P00459,home_decor,317.64,122.7,medium,Gujarat,Wedding,995.9
P00460,textile,321.58,137.07,medium,Maharashtra,Summer_Festival,966.29
P00461,metalwork,468.55,156.56,medium,Odisha,Wedding,1329.06
P00462,home_decor,226.83,77.11,complex,Odisha,Wedding,847.72
P00463,metalwork,540.16,367.06,very_complex,West Bengal,Wedding,2959.92
P00464,jewelry,417.81,127.0,medium,Rajasthan,Summer_Festival,1181.32
P00465,woodwork,657.39,316.84,simple,West Bengal,Wedding,1671.98
P00466,pottery,45.07,13.83,medium,West Bengal,Summer_Festival,118.64
P00467,home_decor,84.74,35.36,simple,Odisha,Regular,177.33
P00468,handmade_food,81.36,42.9,simple,Rajasthan,Wedding,200.17
P00470,dress,412.04,134.44,medium,Odisha,Regular,1074.9
P00471,textile,117.91,67.05,medium,Tamil Nadu,Regular,366.6
P00473,bamboo_cane,71.33,25.42,medium,Gujarat,Wedding,201.01
P00474,handmade_food,118.35,60.47,simple,Gujarat,Regular,251.36
P00475,bags_accessories,375.25,156.18,simple,Rajasthan,Regular,792.36
P00476,home_decor,331.26,165.27,medium,West Bengal,Diwali,983.17
P00477,dress,570.76,226.45,simple,West Bengal,Wedding,1530.83
P00479,jewelry,244.13,78.12,simple,Tamil Nadu,Summer_Festival,578.59
P00480,bags_accessories,172.59,118.09,complex,Gujarat,Regular,655.35
P00481,jewelry,385.14,149.3,medium,Gujarat,Wedding,1323.01
P00482,textile,286.7,198.53,medium,Maharashtra,Wedding,1065.07
P00483,jewelry,464.24,212.66,complex,Tamil Nadu,Wedding,2267.79
P00484,textile,243.07,142.76,complex,Tamil Nadu,Wedding,1055.04
P00485,pottery,145.22,87.92,medium,Rajasthan,Regular,454.46
P00486,home_decor,181.79,94.68,complex,Uttar Pradesh,Diwali,755.59
P00487,metalwork,616.42,364.64,simple,Uttar Pradesh,Summer_Festival,1420.13
P00488,metalwork,642.05,192.73,simple,Tamil Nadu,Regular,1352.69
P00489,bamboo_cane,198.92,63.25,medium,Gujarat,Wedding,559.44
P00490,pottery,33.91,10.96,medium,Uttar Pradesh,Diwali,92.87
P00491,handmade_food,52.59,27.64,medium,West Bengal,Diwali,151.52
P00492,woodwork,726.41,501.04,complex,Rajasthan,Wedding,3201.01
P00493,bags_accessories,110.81,41.01,simple,Rajasthan,Diwali,281.1
P00494,home_decor,197.89,105.28,very_complex,Tamil Nadu,Summer_Festival,894.3
P00495,handmade_food,68.71,45.45,complex,Tamil Nadu,Summer_Festival,266.57
P00496,metalwork,411.98,205.58,medium,Uttar Pradesh,Regular,1133.11
P00497,dress,798.52,305.7,simple,Gujarat,Summer_Festival,1695.98
P00498,woodwork,476.0,160.9,simple,Gujarat,Diwali,1170.45
P00499,woodwork,290.96,189.23,medium,West Bengal,Summer_Festival,990.88
P00500,dress,474.28,246.0,simple,Tamil Nadu,Diwali,1333.8
P00501,home_decor,275.24,104.65,simple,Odisha,Diwali,575.36
P00502,metalwork,150.81,89.24,simple,Gujarat,Summer_Festival,413.38
P00503,bamboo_cane,106.55,64.32,complex,Uttar Pradesh,Regular,363.2
P00504,metalwork,249.89,112.04,complex,Gujarat,Regular,938.46
P00505,bamboo_cane,126.8,45.63,medium,Odisha,Diwali,327.12
P00506,sarees,500.79,306.61,medium,West Bengal,Summer_Festival,1904.96
P00507,bags_accessories,208.51,141.72,medium,Odisha,Diwali,806.15
P00508,bags_accessories,254.16,127.98,complex,Odisha,Diwali,1027.13
P00509,home_decor,128.65,43.65,medium,West Bengal,Summer_Festival,349.25
P00510,sarees,713.52,222.86,simple,Tamil Nadu,Wedding,1739.02
P00511,home_decor,344.2,221.19,simple,Odisha,Summer_Festival,864.56
P00512,sarees,879.0,441.85,medium,Rajasthan,Regular,2853.25
P00513,woodwork,703.4,214.23,medium,Gujarat,Regular,1862.28
P00514,textile,311.46,195.24,medium,Uttar Pradesh,Summer_Festival,1047.1
P00515,pottery,67.06,33.05,medium,Tamil Nadu,Diwali,193.54
P00516,jewelry,539.38,195.75,very_complex,Gujarat,Regular,2262.92
P00517,sarees,901.82,296.12,simple,Odisha,Regular,1960.28
P00518,sarees,1053.59,420.39,medium,Maharashtra,Regular,3037.82
P00519,pottery,66.81,29.48,medium,Odisha,Diwali,206.42
P00520,pottery,102.66,40.95,medium,Uttar Pradesh,Wedding,304.6
P00521,textile,199.74,64.44,medium,Gujarat,Wedding,602.59
P00522,woodwork,640.09,221.78,very_complex,Uttar Pradesh,Wedding,3277.1
P00523,bamboo_cane,92.04,62.27,medium,Uttar Pradesh,Diwali,324.78
P00524,dress,325.56,224.07,simple,Tamil Nadu,Wedding,973.67
P00525,home_decor,194.14,85.15,complex,West Bengal,Summer_Festival,643.44
P00526,bags_accessories,322.05,177.86,medium,West Bengal,Diwali,1132.17
P00527,bamboo_cane,52.32,17.28,very_complex,Gujarat,Regular,197.3
P00528,bags_accessories,237.41,79.97,medium,Uttar Pradesh,Summer_Festival,656.77
P00529,metalwork,287.99,164.27,simple,Gujarat,Wedding,847.71
P00530,bamboo_cane,135.63,87.68,simple,Uttar Pradesh,Regular,316.24
P00531,handmade_food,49.18,33.23,medium,Tamil Nadu,Regular,125.53
P00532,dress,676.08,313.2,medium,West Bengal,Wedding,2229.92
P00534,handmade_food,89.85,44.85,complex,Odisha,Summer_Festival,308.47
P00535,textile,374.36,177.3,simple,Gujarat,Diwali,905.69
P00536,bags_accessories,276.84,150.97,complex,West Bengal,Regular,1055.02
P00537,handmade_food,88.86,55.75,complex,Tamil Nadu,Summer_Festival,287.4
P00538,woodwork,328.64,134.19,simple,Maharashtra,Diwali,758.07
P00539,dress,350.74,188.99,medium,West Bengal,Regular,1143.92
P00541,jewelry,482.06,245.17,medium,Rajasthan,Regular,1382.09
P00542,handmade_food,101.97,44.2,medium,Tamil Nadu,Wedding,318.08
P00543,pottery,124.49,59.97,complex,Rajasthan,Wedding,508.74
P00544,bags_accessories,249.83,128.42,medium,Odisha,Wedding,822.15
P00545,textile,233.18,72.0,complex,Odisha,Summer_Festival,738.45
P00547,bamboo_cane,65.52,23.86,medium,Rajasthan,Wedding,165.69
P00548,handmade_food,94.85,59.81,very_complex,West Bengal,Regular,397.79
P00549,woodwork,349.97,177.09,simple,Uttar Pradesh,Summer_Festival,836.02
P00550,metalwork,629.95,397.65,complex,West Bengal,Summer_Festival,2442.5
P00552,pottery,39.32,24.83,simple,Tamil Nadu,Diwali,100.16
P00553,home_decor,306.24,197.07,complex,West Bengal,Regular,1183.41
P00554,home_decor,203.98,94.74,simple,Rajasthan,Diwali,502.29
P00555,woodwork,299.17,89.99,simple,Maharashtra,Diwali,700.67
P00556,bamboo_cane,126.62,55.47,complex,Odisha,Wedding,446.7
P00557,handmade_food,87.12,46.42,complex,West Bengal,Wedding,307.88
P00558,handmade_food,35.2,16.07,medium,Odisha,Regular,82.04
P00559,dress,491.04,231.56,medium,Tamil Nadu,Diwali,1742.6
P00560,handmade_food,48.33,20.83,medium,West Bengal,Diwali,135.67
P00561,pottery,113.6,56.6,medium,Maharashtra,Diwali,387.09
P00562,sarees,547.5,250.07,simple,West Bengal,Diwali,1682.64
P00564,bags_accessories,288.53,166.04,medium,Maharashtra,Diwali,969.07
P00565,home_decor,283.21,137.65,complex,Rajasthan,Summer_Festival,1063.94
P00566,home_decor,293.72,141.14,medium,Gujarat,Wedding,889.61
P00567,textile,104.01,48.25,medium,Maharashtra,Regular,305.68
P00568,textile,112.6,55.37,very_complex,West Bengal,Summer_Festival,495.43
P00569,dress,653.82,215.53,very_complex,Uttar Pradesh,Summer_Festival,2848.26
P00570,bamboo_cane,46.85,22.42,medium,Tamil Nadu,Regular,107.0
P00571,dress,524.97,309.26,simple,Odisha,Summer_Festival,1445.44
P00572,bags_accessories,349.41,222.55,very_complex,Odisha,Regular,1672.38
P00573,textile,119.94,72.76,complex,Maharashtra,Summer_Festival,493.73
P00574,metalwork,522.61,315.34,medium,Odisha,Regular,1475.38
P00575,jewelry,226.45,85.6,medium,Tamil Nadu,Regular,699.74
P00576,handmade_food,83.74,47.03,very_complex,Maharashtra,Regular,366.46
P00577,metalwork,318.8,148.56,medium,Odisha,Wedding,1140.16
P00578,dress,619.84,399.55,medium,Rajasthan,Summer_Festival,2390.49
P00579,handmade_food,36.93,21.36,medium,Maharashtra,Summer_Festival,101.01
P00580,handmade_food,68.8,35.76,medium,Odisha,Summer_Festival,186.78
P00581,jewelry,296.03,120.72,very_complex,Odisha,Diwali,1438.84
P00582,handmade_food,104.14,33.87,simple,Gujarat,Summer_Festival,198.81
P00583,woodwork,672.03,409.58,medium,Maharashtra,Wedding,2656.42
P00584,pottery,61.15,19.17,medium,Rajasthan,Diwali,180.86
P00585,jewelry,536.15,328.93,complex,Uttar Pradesh,Summer_Festival,2292.31
P00586,bags_accessories,230.93,130.87,medium,Maharashtra,Diwali,745.51
P00587,dress,247.08,83.5,simple,Odisha,Diwali,668.96
P00588,bags_accessories,302.28,91.38,very_complex,Gujarat,Summer_Festival,1231.55
P00589,pottery,131.9,60.99,very_complex,Gujarat,Regular,487.56
P00590,metalwork,570.39,313.43,simple,Odisha,Regular,1395.28
P00592,handmade_food,87.45,51.88,medium,Uttar Pradesh,Diwali,280.33
P00593,bags_accessories,378.45,254.19,medium,Gujarat,Regular,1194.64
P00594,metalwork,393.68,195.92,medium,Tamil Nadu,Regular,1232.74
P00595,handmade_food,34.8,16.77,complex,Rajasthan,Wedding,133.22
P00596,sarees,500.83,250.49,complex,Maharashtra,Regular,2121.61
P00597,home_decor,122.18,67.73,medium,West Bengal,Wedding,423.0
P00598,dress,667.43,423.78,complex,Odisha,Wedding,3130.77
P00599,woodwork,302.86,145.81,medium,Rajasthan,Regular,867.01
P00600,woodwork,493.1,227.2,very_complex,Gujarat,Summer_Festival,2111.79
P00601,metalwork,193.21,115.2,complex,West Bengal,Summer_Festival,714.23
P00602,bags_accessories,169.24,112.76,simple,Tamil Nadu,Summer_Festival,454.48
P00603,sarees,553.48,357.1,complex,Odisha,Regular,2668.03
P00604,bags_accessories,399.17,124.55,complex,Maharashtra,Diwali,1560.34
P00606,metalwork,618.9,417.87,very_complex,Rajasthan,Diwali,3280.05
P00607,bags_accessories,150.44,73.71,complex,Maharashtra,Summer_Festival,514.61
P00608,dress,303.09,208.9,simple,Uttar Pradesh,Regular,861.67
P00609,dress,308.9,118.28,simple,Uttar Pradesh,Summer_Festival,736.41
P00610,dress,448.72,255.59,simple,Maharashtra,Summer_Festival,1079.72
P00611,metalwork,577.24,190.83,simple,Uttar Pradesh,Regular,1264.26
P00612,dress,411.69,216.29,simple,West Bengal,Regular,1065.82
P00613,metalwork,316.99,134.62,medium,West Bengal,Summer_Festival,832.79
P00614,sarees,667.76,419.99,simple,Maharashtra,Regular,1685.33
P00615,dress,442.94,229.84,medium,Odisha,Diwali,1767.57
P00616,pottery,94.56,60.14,complex,Maharashtra,Regular,380.45
P00617,home_decor,221.15,108.0,very_complex,West Bengal,Regular,950.38
P00618,bamboo_cane,177.57,82.17,complex,Maharashtra,Diwali,599.95
P00619,woodwork,317.85,216.32,medium,Odisha,Summer_Festival,1022.73
P00620,jewelry,541.32,249.61,complex,Uttar Pradesh,Wedding,2658.25
P00621,dress,292.16,187.53,medium,Gujarat,Wedding,1117.16
P00622,jewelry,521.57,216.08,simple,Tamil Nadu,Wedding,1537.27
P00623,dress,749.95,300.82,medium,Odisha,Diwali,2734.07
P00624,bags_accessories,271.97,118.32,simple,Gujarat,Regular,642.63
P00625,home_decor,220.93,118.32,simple,Tamil Nadu,Wedding,598.63
P00626,handmade_food,97.52,35.19,complex,Uttar Pradesh,Summer_Festival,287.42
P00627,pottery,34.81,14.5,simple,West Bengal,Regular,65.0
P00628,handmade_food,30.58,18.62,complex,Tamil Nadu,Regular,106.48
P00630,textile,161.33,70.37,simple,Tamil Nadu,Wedding,417.94
P00631,woodwork,664.13,232.02,medium,Uttar Pradesh,Wedding,2149.97
P00632,pottery,149.57,92.49,complex,Rajasthan,Wedding,683.68
P00633,home_decor,288.81,192.34,simple,Uttar Pradesh,Diwali,726.49
P00634,bags_accessories,340.43,155.52,simple,Rajasthan,Regular,781.24
P00635,bags_accessories,266.94,171.53,medium,Rajasthan,Summer_Festival,957.93
P00636,dress,213.41,134.61,medium,West Bengal,Wedding,872.96
P00637,home_decor,158.98,68.82,simple,Gujarat,Regular,305.77
P00638,dress,628.02,358.85,very_complex,Uttar Pradesh,Regular,3042.75
P00639,textile,251.9,110.88,medium,Tamil Nadu,Regular,765.84
P00641,jewelry,185.52,88.52,simple,Gujarat,Wedding,501.01
P00642,textile,395.45,267.17,very_complex,Rajasthan,Regular,1969.1
P00643,bamboo_cane,66.05,35.54,simple,Rajasthan,Regular,122.83
P00644,home_decor,81.36,26.36,very_complex,Gujarat,Wedding,391.24
P00645,woodwork,742.62,465.6,complex,West Bengal,Regular,3048.8
P00646,pottery,109.62,50.92,simple,Uttar Pradesh,Diwali,253.42
P00647,textile,194.16,111.92,complex,Maharashtra,Summer_Festival,736.09
P00648,home_decor,243.03,156.82,complex,Gujarat,Wedding,1144.12
P00649,metalwork,308.37,153.3,complex,Rajasthan,Summer_Festival,1116.86
P00650,woodwork,550.16,250.9,complex,Rajasthan,Diwali,2146.87
P00651,bags_accessories,297.6,200.17,simple,Maharashtra,Regular,794.59
P00652,bamboo_cane,103.92,44.76,medium,Gujarat,Summer_Festival,238.02
P00653,sarees,992.23,481.82,simple,Tamil Nadu,Wedding,2777.75
P00654,bamboo_cane,135.18,80.51,simple,Rajasthan,Regular,254.18
P00655,bags_accessories,151.76,80.01,medium,Uttar Pradesh,Regular,433.54
P00656,bamboo_cane,45.08,27.63,medium,Odisha,Diwali,133.97
P00657,textile,307.6,148.62,simple,Uttar Pradesh,Diwali,743.94
P00658,pottery,73.11,46.02,simple,Maharashtra,Wedding,212.98
P00659,bamboo_cane,48.29,25.25,complex,Odisha,Regular,142.44
P00660,bamboo_cane,174.55,67.81,medium,Odisha,Diwali,459.82
P00661,bamboo_cane,84.12,32.11,complex,Tamil Nadu,Diwali,251.15
P00662,metalwork,442.36,138.49,very_complex,Rajasthan,Regular,1734.05
P00663,woodwork,571.54,247.39,simple,Gujarat,Summer_Festival,1400.25
P00665,pottery,111.76,75.56,medium,Uttar Pradesh,Summer_Festival,325.52
P00666,dress,378.74,129.66,medium,Rajasthan,Regular,1026.78
P00667,bamboo_cane,51.22,23.46,medium,Odisha,Diwali,135.9
P00668,bags_accessories,225.75,82.91,simple,Odisha,Summer_Festival,523.02
P00669,jewelry,268.05,113.98,simple,Maharashtra,Regular,652.38
P00671,handmade_food,100.29,46.06,simple,West Bengal,Diwali,216.34
P00673,sarees,599.4,311.08,medium,West Bengal,Wedding,2305.64
P00674,handmade_food,54.48,16.48,medium,Gujarat,Regular,131.4
P00675,woodwork,326.53,209.92,simple,Rajasthan,Diwali,984.68
P00676,jewelry,502.48,204.19,very_complex,Uttar Pradesh,Wedding,2979.73
P00677,jewelry,356.84,168.57,very_complex,Uttar Pradesh,Regular,1615.57
P00678,home_decor,140.12,59.25,simple,Gujarat,Diwali,323.97
P00679,home_decor,192.9,116.3,simple,Tamil Nadu,Summer_Festival,490.7
P00680,home_decor,297.34,95.43,medium,Odisha,Regular,666.18
P00681,textile,349.05,237.11,simple,Gujarat,Regular,844.88
P00682,pottery,34.31,23.01,simple,West Bengal,Summer_Festival,79.44
P00683,pottery,117.74,79.91,simple,Gujarat,Diwali,336.14
P00684,bags_accessories,209.23,110.16,simple,West Bengal,Summer_Festival,453.36
P00685,handmade_food,54.43,36.02,simple,Gujarat,Regular,114.64
P00686,dress,314.34,122.19,simple,Tamil Nadu,Wedding,807.55
P00687,woodwork,257.22,123.47,complex,Tamil Nadu,Wedding,1060.74
P00688,metalwork,514.54,333.55,simple,Odisha,Wedding,1605.66
P00689,jewelry,398.74,154.11,medium,Maharashtra,Wedding,1299.49
P00690,metalwork,232.09,94.52,complex,Uttar Pradesh,Diwali,876.4
P00691,bamboo_cane,172.38,92.04,simple,West Bengal,Diwali,382.46
P00692,textile,177.95,116.46,simple,Odisha,Wedding,571.88
P00693,woodwork,588.86,382.79,simple,Gujarat,Regular,1542.16
P00694,woodwork,438.2,158.86,medium,Uttar Pradesh,Wedding,1463.61
P00695,metalwork,694.37,216.65,simple,Uttar Pradesh,Diwali,1554.07
P00696,sarees,722.17,436.67,simple,West Bengal,Wedding,2367.38
P00697,jewelry,335.04,157.8,very_complex,West Bengal,Regular,1523.56
P00698,pottery,142.13,81.82,medium,Odisha,Regular,433.94
P00699,sarees,928.32,372.66,simple,Maharashtra,Wedding,2638.58
P00700,bags_accessories,163.1,98.86,very_complex,Rajasthan,Regular,747.06
P00701,dress,401.48,135.42,medium,Gujarat,Wedding,1464.42
P00702,jewelry,417.41,225.93,simple,West Bengal,Regular,1066.92
P00703,bamboo_cane,162.97,63.64,medium,Odisha,Summer_Festival,417.59
P00704,dress,353.1,114.4,simple,Rajasthan,Wedding,831.35
P00705,bamboo_cane,58.15,40.63,simple,West Bengal,Regular,120.28
P00706,home_decor,87.52,48.06,very_complex,Rajasthan,Summer_Festival,423.06
P00707,woodwork,603.71,356.01,medium,West Bengal,Diwali,2148.99
P00708,textile,115.13,75.54,medium,Odisha,Wedding,453.03
P00709,sarees,407.85,220.39,medium,West Bengal,Wedding,1613.1
P00710,handmade_food,119.23,70.43,medium,Odisha,Summer_Festival,355.72
P00711,woodwork,607.78,412.3,medium,Rajasthan,Diwali,2194.12
P00712,bags_accessories,197.75,69.43,simple,Tamil Nadu,Summer_Festival,415.96
P00713,bamboo_cane,173.96,61.05,medium,Rajasthan,Diwali,422.6
P00714,pottery,107.97,36.86,complex,Maharashtra,Summer_Festival,333.97
P00715,dress,823.84,251.64,simple,Odisha,Regular,1659.76
P00716,jewelry,516.87,339.98,simple,Odisha,Regular,1459.69
P00717,metalwork,451.88,204.25,medium,Odisha,Regular,1306.87
P00718,bags_accessories,194.48,65.86,simple,Maharashtra,Diwali,420.07
P00719,bamboo_cane,179.78,125.53,medium,Tamil Nadu,Wedding,629.41
P00720,pottery,68.2,33.8,simple,Tamil Nadu,Regular,153.07
P00721,dress,642.68,225.79,simple,Gujarat,Diwali,1623.07
P00722,woodwork,723.72,361.85,complex,Rajasthan,Regular,2725.34
P00723,bags_accessories,185.36,88.46,simple,Uttar Pradesh,Diwali,483.4
P00724,bamboo_cane,194.16,66.64,simple,Uttar Pradesh,Summer_Festival,354.46
P00725,bags_accessories,295.57,187.09,simple,Rajasthan,Summer_Festival,832.48
P00726,sarees,1284.08,406.58,simple,West Bengal,Wedding,3447.66
P00727,bamboo_cane,138.18,91.08,simple,Odisha,Diwali,363.99
P00728,bags_accessories,122.39,81.16,simple,Maharashtra,Summer_Festival,352.43
P00729,handmade_food,114.74,58.73,complex,Uttar Pradesh,Regular,377.59
P00730,home_decor,161.81,111.1,very_complex,Tamil Nadu,Wedding,940.47
P00731,pottery,74.4,38.7,medium,West Bengal,Regular,217.78
P00732,textile,213.35,69.3,medium,Maharashtra,Diwali,613.47
P00733,woodwork,499.58,171.12,simple,Gujarat,Wedding,1114.09
P00734,woodwork,729.96,340.11,medium,Maharashtra,Wedding,2447.51
P00735,metalwork,183.8,114.96,medium,Uttar Pradesh,Wedding,760.69
P00736,bamboo_cane,68.88,27.9,simple,Rajasthan,Diwali,145.42
P00737,textile,138.05,63.05,medium,Uttar Pradesh,Diwali,420.54
P00738,pottery,55.79,17.67,medium,Odisha,Wedding,156.06
P00739,jewelry,393.13,130.41,simple,Gujarat,Summer_Festival,891.13
P00740,home_decor,118.74,42.82,medium,Uttar Pradesh,Diwali,333.6
P00741,woodwork,391.47,191.02,medium,Maharashtra,Summer_Festival,1193.24
P00742,bamboo_cane,172.58,105.86,medium,Uttar Pradesh,Summer_Festival,472.06
P00744,dress,495.86,346.24,complex,Gujarat,Diwali,2236.43
P00745,handmade_food,115.55,35.68,medium,Tamil Nadu,Summer_Festival,294.26
P00746,metalwork,461.79,203.47,simple,Tamil Nadu,Diwali,1172.91
P00748,metalwork,258.29,123.06,very_complex,Uttar Pradesh,Regular,1075.27
P00749,woodwork,532.81,335.87,medium,Tamil Nadu,Summer_Festival,1825.39
P00750,home_decor,146.8,94.91,medium,Tamil Nadu,Regular,410.41
P00751,jewelry,233.18,75.51,medium,Rajasthan,Wedding,786.57
P00752,handmade_food,78.87,35.45,simple,Gujarat,Wedding,182.81
P00753,bags_accessories,160.69,73.06,simple,Gujarat,Wedding,382.98
P00754,bamboo_cane,101.25,64.36,medium,Gujarat,Regular,260.03
P00755,woodwork,531.97,270.34,simple,Gujarat,Diwali,1520.88
P00756,home_decor,93.15,31.6,medium,Tamil Nadu,Diwali,237.29
P00757,home_decor,201.82,87.22,very_complex,Rajasthan,Diwali,947.32
P00758,dress,318.92,111.87,simple,Rajasthan,Wedding,764.8
P00759,home_decor,266.5,157.64,simple,Maharashtra,Regular,539.99
P00760,bags_accessories,101.26,57.53,medium,West Bengal,Regular,318.42
P00761,bags_accessories,295.89,157.37,complex,Rajasthan,Summer_Festival,1033.07
P00762,home_decor,241.83,143.03,simple,Gujarat,Wedding,622.69
P00763,metalwork,588.63,336.12,simple,Odisha,Wedding,1680.17
P00764,textile,231.12,127.37,simple,Uttar Pradesh,Regular,553.59
P00765,jewelry,543.44,343.59,very_complex,Tamil Nadu,Wedding,3218.62
P00766,home_decor,245.31,75.23,medium,Gujarat,Regular,547.77
P00767,sarees,746.54,379.81,simple,Uttar Pradesh,Regular,1749.35
P00768,pottery,108.27,52.39,very_complex,Gujarat,Wedding,558.79
P00770,dress,815.72,540.67,simple,Maharashtra,Wedding,2860.29
P00771,pottery,117.71,68.31,medium,Gujarat,Summer_Festival,361.81
P00772,bags_accessories,296.77,112.63,simple,Maharashtra,Diwali,680.09
P00773,textile,176.36,86.28,simple,Maharashtra,Summer_Festival,375.88
P00774,bags_accessories,270.22,167.13,simple,Rajasthan,Diwali,789.89
P00775,pottery,80.29,43.33,simple,Tamil Nadu,Wedding,208.25
P00776,home_decor,325.16,129.1,simple,Rajasthan,Wedding,700.78
P00777,bags_accessories,272.16,88.28,medium,Gujarat,Regular,636.92
P00778,pottery,137.59,52.08,medium,Tamil Nadu,Regular,312.24
P00779,bags_accessories,343.05,161.87,medium,West Bengal,Diwali,1188.87
P00780,jewelry,224.08,83.46,simple,West Bengal,Regular,520.67
P00781,textile,276.4,130.07,simple,Tamil Nadu,Diwali,717.35
P00782,bags_accessories,255.42,98.49,simple,West Bengal,Wedding,609.43
P00783,woodwork,432.47,279.11,medium,Maharashtra,Regular,1334.52
P00784,handmade_food,80.17,46.72,very_complex,Maharashtra,Regular,340.64
P00785,textile,105.68,62.81,complex,Tamil Nadu,Diwali,437.91
P00786,home_decor,95.42,33.88,complex,Maharashtra,Wedding,312.87
